age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,
45-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K,45-50
-20,Private,9,Never-married,Other-service,Not-in-family,White,Male,25,United-States,<=50K,70-75
20-25,Private,8,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,20-25
50-55,Private,14,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,50-55
-20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,70-75
50-55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,>50K,50-55
30-35,?,8,Separated,?,Unmarried,Black,Female,40,United-States,<=50K,30-35
25-30,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,25-30
30-35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-35
20-25,Private,10,Never-married,Sales,Not-in-family,White,Female,20,United-States,<=50K,20-25
30-35,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K,30-35
35-40,Private,16,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,35-40
65-70,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Columbia,<=50K,65-70
40-45,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,40-45
25-30,Private,10,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K,25-30
35-40,Self-emp-not-inc,10,Never-married,Other-service,Unmarried,White,Female,50,United-States,<=50K,35-40
35-40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,35-40
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,20-25
45-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,45-50
20-25,Private,7,Never-married,Craft-repair,Not-in-family,Black,Male,35,Jamaica,<=50K,20-25
20-25,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-25
65-70,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,65-70
-20,Private,9,Never-married,Other-service,Own-child,White,Male,40,Puerto-Rico,<=50K,70-75
20-25,Private,9,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,20-25
45-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,?,>50K,45-50
55-60,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,55-60
-20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,35,United-States,<=50K,70-75
35-40,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K,35-40
30-35,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K,30-35
-20,Private,8,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,70-75
35-40,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,35-40
45-50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,45-50
30-35,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,<=50K,30-35
25-30,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Male,77,United-States,<=50K,25-30
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,25-30
25-30,Self-emp-not-inc,15,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,>50K,25-30
20-25,Private,9,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,20-25
45-50,Self-emp-inc,12,Widowed,Exec-managerial,Not-in-family,White,Female,67,United-States,<=50K,45-50
25-30,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K,25-30
-20,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,70-75
45-50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,45-50
30-35,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,30-35
40-45,Federal-gov,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,<=50K,40-45
55-60,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,55-60
40-45,Private,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,40-45
40-45,Federal-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,>50K,40-45
35-40,Private,13,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,35-40
40-45,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,40-45
-20,?,6,Never-married,?,Own-child,White,Female,20,United-States,<=50K,70-75
35-40,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,35-40
-20,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,70-75
50-55,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,50-55
70-75,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K,70-75
45-50,Private,11,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,60,United-States,<=50K,45-50
30-35,Private,10,Separated,Prof-specialty,Unmarried,White,Female,37,United-States,<=50K,30-35
20-25,Private,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K,20-25
-20,?,7,Never-married,?,Other-relative,White,Female,25,United-States,<=50K,70-75
40-45,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,45,?,>50K,40-45
45-50,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,United-States,<=50K,45-50
30-35,Private,9,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,30-35
30-35,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,30-35
50-55,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,50-55
25-30,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,25-30
45-50,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,>50K,45-50
20-25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K,20-25
20-25,Private,9,Divorced,Other-service,Not-in-family,White,Male,50,United-States,<=50K,20-25
55-60,?,9,Married-civ-spouse,?,Husband,White,Male,42,United-States,<=50K,55-60
35-40,Private,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,35-40
35-40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,35-40
45-50,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,45-50
35-40,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,35-40
45-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States,>50K,45-50
30-35,Private,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,30-35
35-40,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,<=50K,35-40
20-25,Private,9,Divorced,Sales,Unmarried,White,Female,37,United-States,<=50K,20-25
65-70,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,65-70
-20,?,9,Never-married,?,Own-child,Black,Female,20,United-States,<=50K,70-75
-20,Private,8,Never-married,Farming-fishing,Own-child,White,Female,30,United-States,<=50K,70-75
30-35,Self-emp-inc,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K,30-35
25-30,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K,25-30
50-55,Private,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,50-55
30-35,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,41,United-States,<=50K,30-35
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,20-25
40-45,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K,40-45
35-40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,35-40
30-35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,30-35
30-35,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,30-35
-20,Private,10,Never-married,Transport-moving,Own-child,White,Male,25,United-States,<=50K,70-75
20-25,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-25
30-35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,30-35
30-35,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,35,United-States,<=50K,30-35
35-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,35-40
30-35,Private,10,Separated,Sales,Unmarried,White,Female,40,Mexico,<=50K,30-35
20-25,Private,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,20-25
45-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,85,United-States,>50K,45-50
20-25,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-25
30-35,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,30-35
55-60,?,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,25,South,<=50K,55-60
-20,Private,9,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K,70-75
65-70,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24,United-States,<=50K,65-70
55-60,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,55-60
-20,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,20,Peru,<=50K,70-75
50-55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
20-25,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,20-25
20-25,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,49,United-States,>50K,20-25
45-50,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,45-50
50-55,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,United-States,>50K,50-55
35-40,Private,9,Separated,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,35-40
50-55,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,United-States,>50K,50-55
-20,Private,9,Never-married,Tech-support,Own-child,White,Female,10,United-States,<=50K,70-75
20-25,Private,10,Separated,Sales,Unmarried,White,Female,40,United-States,<=50K,20-25
40-45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,40-45
30-35,Private,9,Separated,Other-service,Not-in-family,White,Female,35,?,<=50K,30-35
35-40,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,35-40
20-25,?,9,Never-married,?,Own-child,White,Male,12,United-States,<=50K,20-25
35-40,Private,10,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,35-40
20-25,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,20-25
25-30,Private,4,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K,25-30
50-55,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
30-35,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,30-35
30-35,State-gov,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,30-35
55-60,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,55-60
20-25,?,7,Married-civ-spouse,?,Wife,Other,Female,24,United-States,<=50K,20-25
50-55,Private,13,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K,50-55
50-55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,50-55
65-70,Private,9,Widowed,Sales,Not-in-family,White,Female,18,United-States,<=50K,65-70
30-35,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,30-35
35-40,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,35-40
45-50,Private,13,Divorced,Other-service,Not-in-family,White,Female,25,Germany,<=50K,45-50
50-55,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,50-55
40-45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,40-45
-20,Private,9,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K,70-75
55-60,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,United-States,>50K,55-60
25-30,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,25-30
35-40,Private,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,35-40
20-25,?,12,Never-married,?,Not-in-family,White,Male,40,United-States,<=50K,20-25
50-55,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,50-55
40-45,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K,40-45
30-35,Private,9,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K,30-35
55-60,Private,9,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,55-60
40-45,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40-45
40-45,?,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,40-45
50-55,Private,6,Divorced,Prof-specialty,Unmarried,White,Male,68,United-States,>50K,50-55
20-25,?,10,Never-married,?,Own-child,White,Female,32,United-States,<=50K,20-25
25-30,Local-gov,13,Never-married,Prof-specialty,Own-child,Black,Female,42,United-States,<=50K,25-30
25-30,Private,7,Never-married,Other-service,Not-in-family,Black,Female,40,Jamaica,<=50K,25-30
-20,Self-emp-not-inc,7,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,70-75
45-50,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,45-50
45-50,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,45-50
55-60,?,9,Married-civ-spouse,?,Husband,Black,Male,30,United-States,<=50K,55-60
55-60,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Mexico,<=50K,55-60
40-45,Private,12,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,<=50K,40-45
45-50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,45-50
70-75,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,70-75
25-30,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,25-30
65-70,Private,9,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K,65-70
-20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K,70-75
25-30,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,25-30
20-25,?,10,Never-married,?,Other-relative,Black,Female,40,United-States,<=50K,20-25
35-40,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,Mexico,<=50K,35-40
35-40,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,35-40
50-55,Local-gov,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,<=50K,50-55
35-40,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,35-40
25-30,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25-30
-20,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K,70-75
-20,Private,9,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,70-75
35-40,Self-emp-inc,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,35-40
25-30,Self-emp-inc,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,25-30
40-45,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,40-45
30-35,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,30-35
30-35,Private,5,Married-civ-spouse,Transport-moving,Other-relative,White,Male,40,Mexico,<=50K,30-35
25-30,?,10,Never-married,?,Unmarried,White,Female,40,United-States,<=50K,25-30
40-45,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,40-45
45-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,45-50
35-40,Private,10,Never-married,Tech-support,Own-child,Black,Female,40,United-States,<=50K,35-40
70-75,?,13,Married-civ-spouse,?,Husband,White,Male,10,United-States,<=50K,70-75
35-40,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,30,Mexico,<=50K,35-40
45-50,Private,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,35,United-States,>50K,45-50
-20,Private,9,Never-married,Sales,Own-child,White,Male,50,United-States,<=50K,70-75
30-35,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,30-35
40-45,Local-gov,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,40,United-States,<=50K,40-45
20-25,Private,10,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K,20-25
25-30,Private,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,25-30
20-25,?,10,Never-married,?,Own-child,White,Female,40,United-States,<=50K,20-25
30-35,Private,11,Never-married,Prof-specialty,Unmarried,White,Female,40,Germany,<=50K,30-35
40-45,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,<=50K,40-45
-20,Private,7,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,70-75
20-25,Private,10,Never-married,Tech-support,Other-relative,White,Female,40,United-States,<=50K,20-25
35-40,State-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,35-40
25-30,Local-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,40,Peru,<=50K,25-30
25-30,?,13,Married-civ-spouse,?,Husband,White,Male,25,United-States,<=50K,25-30
20-25,Private,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,20-25
45-50,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,45-50
20-25,Private,12,Never-married,Machine-op-inspct,Own-child,White,Male,20,United-States,<=50K,20-25
25-30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,60,?,<=50K,25-30
20-25,Private,10,Never-married,Protective-serv,Not-in-family,White,Male,60,United-States,<=50K,20-25
25-30,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,25-30
50-55,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,>50K,50-55
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25-30
20-25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,20-25
30-35,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,30-35
40-45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,40-45
45-50,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,45-50
30-35,Private,9,Never-married,Farming-fishing,Own-child,White,Female,40,United-States,<=50K,30-35
55-60,Private,4,Widowed,Other-service,Not-in-family,White,Female,10,United-States,<=50K,55-60
55-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,55-60
40-45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-45
20-25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-25
45-50,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,45-50
70-75,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,United-States,>50K,70-75
25-30,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,38,United-States,<=50K,25-30
40-45,Federal-gov,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,40-45
45-50,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,45-50
20-25,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,20-25
20-25,Local-gov,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,20-25
-20,Private,7,Never-married,Other-service,Own-child,White,Male,15,Peru,<=50K,70-75
25-30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,25-30
20-25,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,35,United-States,<=50K,20-25
40-45,Private,9,Never-married,Priv-house-serv,Unmarried,Black,Female,30,United-States,<=50K,40-45
50-55,Private,10,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K,50-55
50-55,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,50-55
40-45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,40-45
20-25,Private,5,Never-married,Machine-op-inspct,Other-relative,White,Male,35,Mexico,<=50K,20-25
-20,Private,6,Never-married,Other-service,Own-child,White,Male,18,United-States,<=50K,70-75
40-45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-45
65-70,Private,8,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,65-70
55-60,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,>50K,55-60
20-25,State-gov,10,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,20-25
40-45,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,40-45
45-50,Private,12,Divorced,Other-service,Not-in-family,White,Male,44,United-States,<=50K,45-50
45-50,Private,15,Divorced,Farming-fishing,Unmarried,White,Male,48,United-States,<=50K,45-50
35-40,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,86,United-States,<=50K,35-40
30-35,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,54,United-States,<=50K,30-35
25-30,Local-gov,13,Never-married,Transport-moving,Not-in-family,White,Female,40,United-States,<=50K,25-30
25-30,Private,10,Never-married,Sales,Not-in-family,Other,Male,40,India,<=50K,25-30
-20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,10,United-States,<=50K,70-75
65-70,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,65-70
65-70,?,9,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K,65-70
65-70,?,12,Widowed,?,Not-in-family,White,Female,6,Italy,<=50K,65-70
35-40,State-gov,11,Married-spouse-absent,Protective-serv,Own-child,White,Female,40,Germany,<=50K,35-40
20-25,Private,8,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K,20-25
25-30,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,<=50K,25-30
55-60,Private,9,Married-civ-spouse,Sales,Wife,White,Female,38,United-States,<=50K,55-60
45-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,45-50
35-40,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,56,United-States,<=50K,35-40
35-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,<=50K,35-40
45-50,Local-gov,12,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,45-50
30-35,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,30-35
40-45,Self-emp-not-inc,13,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States,<=50K,40-45
35-40,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K,35-40
50-55,Private,12,Divorced,Exec-managerial,Unmarried,White,Female,55,United-States,>50K,50-55
40-45,Private,13,Never-married,Prof-specialty,Own-child,White,Female,12,England,<=50K,40-45
30-35,Private,6,Separated,Craft-repair,Unmarried,Black,Female,40,?,<=50K,30-35
50-55,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,70,?,>50K,50-55
65-70,Private,10,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,<=50K,65-70
20-25,Private,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,Mexico,<=50K,20-25
65-70,?,14,Married-civ-spouse,?,Husband,White,Male,30,United-States,>50K,65-70
45-50,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,45-50
40-45,Private,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,40-45
30-35,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,30-35
35-40,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,35-40
50-55,Private,9,Never-married,Craft-repair,Unmarried,White,Female,45,Mexico,<=50K,50-55
40-45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,72,Canada,>50K,40-45
-20,Private,8,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,70-75
65-70,?,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K,65-70
65-70,Private,5,Widowed,Exec-managerial,Not-in-family,Black,Male,65,United-States,<=50K,65-70
20-25,Private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-25
40-45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,40-45
35-40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,35-40
25-30,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,25-30
35-40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,35-40
30-35,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,30-35
50-55,Local-gov,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,35,United-States,<=50K,50-55
65-70,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,23,United-States,<=50K,65-70
30-35,Private,9,Separated,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K,30-35
-20,?,10,Never-married,?,Own-child,White,Male,60,United-States,<=50K,70-75
55-60,Private,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K,55-60
45-50,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,45-50
40-45,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,40-45
30-35,Private,10,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K,30-35
30-35,Federal-gov,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,30-35
35-40,Private,10,Married-civ-spouse,Sales,Wife,White,Female,45,United-States,>50K,35-40
-20,Private,8,Never-married,Sales,Own-child,White,Female,18,United-States,<=50K,70-75
